Run Id,Source,Key,Distance,Duration (ms),Duration,Speed,HR Average,HR Max,HR Min,Start Date,Start Date (utc),Created Date (utc),Updated Date (utc),Is Deleted,Is Manual Edit,Description
39050561,GarminHealth,16754|2024-08-11T17:32:09,5.00082,1847140,30:47,9.74639280184501,,,,11/08/24 2:32 PM,11/08/24 5:32 PM,11/08/24 6:39 PM,11/08/24 6:39 PM,False,
38875087,GarminHealth,16754|2024-07-27T18:02:28,5.0012,1806268,30:06,9.96769028737707,,,,27/07/24 3:02 PM,27/07/24 6:02 PM,27/07/24 6:41 PM,27/07/24 6:41 PM,False,
38856120,GarminHealth,16754|2024-07-25T19:14:06,5,1819632,30:19,9.89211005302171,,,,25/07/24 4:14 PM,25/07/24 7:14 PM,25/07/24 8:45 PM,25/07/24 8:45 PM,False,
38801509,GarminHealth,16754|2024-07-20T16:51:16,5.0012,1760297,29:20,10.2280012975083,,,,20/07/24 1:51 PM,20/07/24 4:51 PM,20/07/24 6:16 PM,20/07/24 6:16 PM,False,
38759158,GarminHealth,16754|2024-07-17T17:09:32,5.00126,1802017,30:02,9.99132416619821,,,,17/07/24 2:10 PM,17/07/24 5:10 PM,17/07/24 7:22 PM,17/07/24 7:22 PM,False,
38733740,GarminHealth,16754|2024-07-15T17:13:14,5,1803454,30:03,9.98084786193604,,,,15/07/24 2:13 PM,15/07/24 5:13 PM,15/07/24 6:08 PM,15/07/24 6:08 PM,False,
38487594,GarminHealth,16754|2024-06-22T13:53:48,5.00122,1775461,29:35,10.140685714865,,,,22/06/24 10:54 AM,22/06/24 1:54 PM,22/06/24 2:49 PM,22/06/24 2:49 PM,False,
38423184,GarminHealth,16754|2024-06-15T16:44:51,5.00951,1840952,30:40,9.79614677623317,,,,15/06/24 1:45 PM,15/06/24 4:45 PM,15/06/24 7:29 PM,15/06/24 7:29 PM,False,
38340890,GarminHealth,16754|2024-06-09T16:44:25,5,1724547,28:44,10.4375235931523,,,,9/06/24 1:44 PM,9/06/24 4:44 PM,9/06/24 6:00 PM,9/06/24 6:00 PM,False,
38252188,GarminHealth,16754|2024-06-02T16:29:21,5.00024,1755569,29:15,10.2535781846228,,,,2/06/24 1:29 PM,2/06/24 4:29 PM,2/06/24 5:32 PM,2/06/24 5:32 PM,False,
38225275,GarminHealth,16754|2024-05-30T16:57:47,5,1811047,30:11,9.93900213522896,,,,30/05/24 1:58 PM,30/05/24 4:58 PM,30/05/24 8:47 PM,30/05/24 8:47 PM,False,
38173646,GarminHealth,16754|2024-05-26T17:27:07,5.00134,1781768,29:41,10.1050327539837,,,,26/05/24 2:27 PM,26/05/24 5:27 PM,26/05/24 6:26 PM,26/05/24 6:26 PM,False,
38081394,GarminHealth,16754|2024-05-19T17:43:44,5,1804496,30:04,9.97508445571506,,,,19/05/24 2:44 PM,19/05/24 5:44 PM,19/05/24 6:38 PM,19/05/24 6:38 PM,False,
37910611,GarminHealth,16754|2024-05-04T13:15:53,5.00066,1776842,29:36,10.1316695575634,,,,4/05/24 10:16 AM,4/05/24 1:16 PM,4/05/24 2:20 PM,4/05/24 2:20 PM,False,
37829043,GarminHealth,16754|2024-04-27T16:12:38,5.00088,1743403,29:03,10.3264523463594,,,,27/04/24 1:13 PM,27/04/24 4:13 PM,27/04/24 4:53 PM,27/04/24 4:53 PM,False,
37787527,GarminHealth,16754|2024-04-23T20:25:40,5.00544,1769664,29:29,10.1824888792449,,,,23/04/24 5:26 PM,23/04/24 8:26 PM,23/04/24 8:58 PM,23/04/24 8:58 PM,False,
37758519,GarminHealth,16754|2024-04-20T13:30:20,5.00074,1799245,29:59,10.0056768255574,,,,20/04/24 10:30 AM,20/04/24 1:30 PM,20/04/24 10:53 PM,20/04/24 10:53 PM,False,
37639466,GarminHealth,16754|2024-04-09T19:27:00,5,1780493,29:40,10.10955954334,,,,9/04/24 4:27 PM,9/04/24 7:27 PM,9/04/24 8:04 PM,9/04/24 8:04 PM,False,
37609241,GarminHealth,16754|2024-04-06T17:06:53,5.00397,1756766,29:16,10.2542353392541,,,,6/04/24 2:07 PM,6/04/24 5:07 PM,6/04/24 6:24 PM,6/04/24 6:24 PM,False,
37592312,GarminHealth,16754|2024-04-04T17:16:34,5.00056,1737585,28:57,10.3603656799523,,,,4/04/24 2:17 PM,4/04/24 5:17 PM,5/04/24 9:08 AM,5/04/24 9:08 AM,False,
37533146,GarminHealth,16754|2024-03-30T14:11:24,5,1791117,29:51,10.0495947500917,,,,30/03/24 11:11 AM,30/03/24 2:11 PM,30/03/24 3:12 PM,30/03/24 3:12 PM,False,
